Vehicle Number,Vehicle Entering Time,Departure Time,Date,Vehicle Owner Name,Duration,Type of Vehicle_Two Wheeler,Entry_Hour,Entry_Date,DayOfWeek,Is_Weekend,Hour_Bin,Entry_Hour_Sq,Avg_Duration_Per_Hour,Owner_Entry_Count
MH94CQ0444,2025-10-27 23:30:00,2025-10-27 23:42:00,10/15/2025,Aisha Khan,12,True,23,2025-10-27,0,0,5,529,-1.83602771362587,512
DL75JJ0575,2025-10-27 02:59:00,2025-10-27 06:14:00,10/15/2025,Deepa Joshi,195,False,2,2025-10-27,0,0,0,4,90.0264367816092,505
MH21HK4062,2025-10-27 00:32:00,2025-10-27 02:06:00,10/15/2025,Krishna Rao,94,True,0,2025-10-27,0,0,0,0,100.017878426698,539
TN13PY4296,2025-10-27 02:10:00,2025-10-27 03:18:00,10/15/2025,Anirudh Reddy,68,False,2,2025-10-27,0,0,0,4,90.0264367816092,479
DL87LW5230,2025-10-27 01:17:00,2025-10-27 03:09:00,10/15/2025,Tanvi Singh,112,True,1,2025-10-27,0,0,0,1,88.9599514563107,481
WB14ZV4767,2025-10-27 03:11:00,2025-10-27 05:21:00,10/15/2025,Neha Sharma,130,True,3,2025-10-27,0,0,0,9,92.5401730531521,536
MH73FL2056,2025-10-27 05:32:00,2025-10-27 05:44:00,10/15/2025,Mira Bhatia,12,True,5,2025-10-27,0,0,0,25,85.6884480746791,531
KA42JF0338,2025-10-27 07:36:00,2025-10-27 08:15:00,10/15/2025,Shreya Desai,39,True,7,2025-10-27,0,0,1,49,90.0012195121951,501
AP46SF1333,2025-10-27 16:45:00,2025-10-27 16:28:00,10/15/2025,Rupali Sharma,-17,True,16,2025-10-27,0,0,3,256,86.6213942307692,480
AP36SD5472,2025-10-27 13:31:00,2025-10-27 15:22:00,10/15/2025,Rohan Singh,111,False,13,2025-10-27,0,0,3,169,92.6036866359447,468
MH74NR7372,2025-10-27 10:58:00,2025-10-27 10:33:00,10/15/2025,Siddharth Nair,-25,False,10,2025-10-27,0,0,2,100,85.2860520094563,528
KA97HV5011,2025-10-27 23:55:00,2025-10-27 23:51:00,10/15/2025,Ananya Singh,-4,True,23,2025-10-27,0,0,5,529,-1.83602771362587,450
RJ15EW7167,2025-10-27 20:29:00,2025-10-27 23:15:00,10/15/2025,Sneha Reddy,166,True,20,2025-10-27,0,0,5,400,64.1733333333333,516
MH63ZB6430,2025-10-27 13:57:00,2025-10-27 14:08:00,10/15/2025,Yash Verma,11,True,13,2025-10-27,0,0,3,169,92.6036866359447,496
KA77YJ8968,2025-10-27 16:06:00,2025-10-27 17:25:00,10/15/2025,Sneha Reddy,79,False,16,2025-10-27,0,0,3,256,86.6213942307692,516
TN18YX5172,2025-10-27 00:22:00,2025-10-27 01:23:00,10/15/2025,Pooja Mehta,61,False,0,2025-10-27,0,0,0,0,100.017878426698,512
MH71PZ4901,2025-10-27 00:17:00,2025-10-27 00:57:00,10/15/2025,Krishna Rao,40,True,0,2025-10-27,0,0,0,0,100.017878426698,539
GJ68UG3552,2025-10-27 10:04:00,2025-10-27 12:39:00,10/15/2025,Arjun Gupta,155,True,10,2025-10-27,0,0,2,100,85.2860520094563,496
UP38TU8890,2025-10-27 13:36:00,2025-10-27 14:35:00,10/15/2025,Tanvi Singh,59,True,13,2025-10-27,0,0,3,169,92.6036866359447,481
WB19RU5541,2025-10-27 13:56:00,2025-10-27 17:04:00,10/15/2025,Divya Iyer,188,True,13,2025-10-27,0,0,3,169,92.6036866359447,501
MH12MK1373,2025-10-27 04:55:00,2025-10-27 04:07:00,10/15/2025,Bhavya Patel,-48,True,4,2025-10-27,0,0,0,16,87.0590277777778,517
DL14UI9208,2025-10-27 17:39:00,2025-10-27 19:43:00,10/15/2025,Ritika Nair,124,False,17,2025-10-27,0,0,4,289,93.6626650660264,514
AP33XZ1527,2025-10-27 21:14:00,2025-10-27 21:28:00,10/15/2025,Anirudh Reddy,14,True,21,2025-10-27,0,0,5,441,48.3002450980392,479
DL35UU4858,2025-10-27 22:01:00,2025-10-27 23:47:00,10/15/2025,Ankit Joshi,106,True,22,2025-10-27,0,0,5,484,27.9203640500569,546
KA36PG9160,2025-10-27 05:38:00,2025-10-27 06:37:00,10/15/2025,Divya Iyer,59,False,5,2025-10-27,0,0,0,25,85.6884480746791,501
AP68JN7996,2025-10-27 22:32:00,2025-10-27 22:58:00,10/15/2025,Vikram Chatterjee,26,False,22,2025-10-27,0,0,5,484,27.9203640500569,508
AP35QP6345,2025-10-27 06:50:00,2025-10-27 06:18:00,10/15/2025,Sana Kapoor,-32,False,6,2025-10-27,0,0,1,36,93.5439739413681,515
AP11NV7635,2025-10-27 02:28:00,2025-10-27 03:11:00,10/15/2025,Bhavya Patel,43,False,2,2025-10-27,0,0,0,4,90.0264367816092,517
MH76KV5054,2025-10-27 22:19:00,2025-10-27 23:34:00,10/15/2025,Rakesh Rao,75,False,22,2025-10-27,0,0,5,484,27.9203640500569,500
TN99AC3007,2025-10-27 01:16:00,2025-10-27 03:18:00,10/15/2025,Mira Bhatia,122,True,1,2025-10-27,0,0,0,1,88.9599514563107,531
GJ86NN3857,2025-10-27 13:25:00,2025-10-27 13:35:00,10/15/2025,Ananya Singh,10,True,13,2025-10-27,0,0,3,169,92.6036866359447,450
GJ85YP9537,2025-10-27 11:22:00,2025-10-27 16:12:00,10/15/2025,Rohan Singh,290,False,11,2025-10-27,0,0,2,121,91.6714285714286,468
GJ21EH4857,2025-10-27 14:32:00,2025-10-27 16:33:00,10/15/2025,Karan Kapoor,121,False,14,2025-10-27,0,0,3,196,92.063371356147,523
GJ83DV7237,2025-10-27 11:09:00,2025-10-27 11:11:00,10/15/2025,Nikhil Bhatia,2,False,11,2025-10-27,0,0,2,121,91.6714285714286,467
KL06IZ5427,2025-10-27 11:35:00,2025-10-27 14:21:00,10/15/2025,Neha Sharma,166,True,11,2025-10-27,0,0,2,121,91.6714285714286,536
UP42VO5279,2025-10-27 13:46:00,2025-10-27 16:28:00,10/15/2025,Ritika Nair,162,False,13,2025-10-27,0,0,3,169,92.6036866359447,514
KL08DN2853,2025-10-27 22:39:00,2025-10-27 23:57:00,10/15/2025,Aditya Patel,78,False,22,2025-10-27,0,0,5,484,27.9203640500569,502
WB29QZ9314,2025-10-27 03:40:00,2025-10-27 05:37:00,10/15/2025,Rahul Desai,117,True,3,2025-10-27,0,0,0,9,92.5401730531521,507
KL84HM5084,2025-10-27 06:09:00,2025-10-27 06:09:00,10/15/2025,Yash Verma,0,False,6,2025-10-27,0,0,1,36,93.5439739413681,496
KL30NI5358,2025-10-27 07:58:00,2025-10-27 07:03:00,10/15/2025,Ankit Joshi,-55,False,7,2025-10-27,0,0,1,49,90.0012195121951,546
